edades,tecnologia,eficacia,convivencia
28,70.10311577385274,54.7164836204282,77.81331791821651
32,74.5274217059136,62.48127997383143,84.6120779843289
30,70.54534375619664,57.84043732384098,88.45079126288883
30,73.15298919622869,60.3371650740246,83.81062700137754
31,74.28516436374967,59.47825438473423,82.31014761888142
30,77.50994923673264,58.48605225615433,84.57283714830587
32,75.93999580426802,62.42416070643905,82.4438540693985
32,75.55357986388226,61.174412644135636,88.24333455739696
32,79.45797374455469,60.71404661462816,81.32330368736842
35,80.99126826541037,70.07717529024197,89.31520226857717
28,68.94078944568986,54.01289598713051,82.5166770012263
31,74.17286405102857,61.91888673163495,80.73350134795078
27,63.06965427237377,50.29146522746723,73.62621767733643
30,67.21707263342265,59.51511430898345,77.65312273510466
31,71.49050206860453,60.33877776299657,85.42802267610227
32,79.06125511495887,62.12595601689086,88.77021691632868
33,77.42110167882706,63.017884652176896,88.34763168392672
30,71.9414632965611,58.40250648055486,81.81163156433988
34,79.50736507835111,63.2968149559767,88.8391630152117
33,83.9696619033459,62.71288707698234,85.8665527035319
33,80.6088334152227,62.93379150893754,90.4646227364156
30,72.3681901691712,56.29045441308163,83.8836261695177
30,74.94767426201184,58.88353102199636,77.46972961715335
31,76.72818313280948,62.31108128966987,83.79280498879689
30,73.07638654979155,59.97320884063441,84.45292184200305
29,64.64068898137705,55.25340636643628,80.89499281328736
27,67.5022633022592,50.93211782470647,77.88285365849018
32,80.82081941199964,60.477868085704586,88.88630219259635
32,82.90026396840737,60.75182255614267,80.93523276272347
30,72.545173222601,55.71140800302448,83.45806902770738
32,79.50670281262786,60.79262857467231,85.8595075523406
30,72.66662945645558,57.69312392236295,82.79360646885321
30,77.13003558721938,57.034870689922194,83.63818220331962
29,68.82488548951255,53.62817459993257,80.88135138357035
33,78.04438011897575,62.56859580888661,88.70227161541683
30,68.3633236839033,59.21615623936222,83.95274667659378
28,65.168203509706,56.07098019326838,76.80259553450654
31,76.55639085063413,62.704587549939916,83.39489878244186
32,75.47767336648133,62.8117611694857,82.8614150192206
33,79.77580395661167,63.62932844201008,87.31740720158774
27,60.87593163696789,52.19338070500957,73.91434229903209
32,76.30030547143242,59.50832833875084,83.77145822783518
32,78.62956736344351,62.34471106771803,84.56647191917133
31,68.22238799440977,60.78780825581651,84.48330564288246
31,81.07975794024776,59.75280153723324,83.01448936938007
29,69.9962240092252,55.536666819648296,76.66017359550898
26,66.84532062464574,52.250812805789906,78.50200888396012
31,73.6339250081781,58.49910290749715,81.65773361910297
31,78.32548990906892,56.6264364195325,82.40967504618695
32,79.60820263117412,61.828308105145815,87.81918447503062
32,77.68489472653489,62.31448852221175,88.54828576262629
29,66.03367320315027,55.345975502214785,79.91399264227636
31,74.04616768306134,58.93846117193172,86.1955944008985
28,68.05925498001807,52.83487809906493,79.78245784204009
31,72.67036612960005,59.99957864698299,77.93715658922355
32,79.565321099633735,59.072365681958104,81.33207980840079
30,68.8318594998206,58.727076488550416,81.75300719310317
34,84.63533365968632,65.85092540661779,87.33270737107878
33,77.32523660480163,63.78799230041315,91.5134376097641
34,86.14836864426576,65.36970369905461,86.59658318215392
30,69.0018682075005,58.34524291134243,81.79786303102722
32,80.31121295486507,61.541216537620514,87.2008437941737
30,71.79217604359619,57.05519979242288,82.56278071571126
34,78.36710571163506,64.83225638568346,88.19944986915755
33,76.81880217352474,63.140211363430225,85.77987801680733
31,73.4359276332611,61.74543924359817,81.9490688042772
30,73.31167109840861,59.04467138964696,78.68352585660539
30,67.47984766140623,58.72588081201335,82.41776015605595
30,71.13635184368415,57.89707932829284,78.88741690922694
33,87.36176010182452,62.4149973415893,86.94637613229814
31,73.29374296480884,58.79830690090007,85.16397846538615
30,72.23542860305389,59.1956872699565,80.90481179538892
33,85.11925478118852,63.67169031468629,82.25026821231437
27,64.42038157350989,51.02634060213908,77.21051288240301
30,74.03222058639906,56.44115437220515,81.53356945193259
30,73.37851920438462,57.58361849203942,82.74457247100305
32,82.40753071104514,61.81774656956089,81.02030079594357
28,65.15541794327987,55.02660896257761,75.82898819048611
31,76.80439586874775,56.64918263385302,85.67720549658927
29,67.61005466040515,56.73661285097176,84.31095633897539
32,84.74603376511938,61.907693044892625,87.04645873726787
32,80.61003215421864,62.112951361724164,81.94074423954078
27,67.74081213500878,51.2888314340972,78.06148270552762
29,68.83175646066795,56.59672490037585,81.46616406519807
30,69.03407867862178,57.85244320452114,88.25772818664753
29,67.37478953296586,56.554928957472086,84.25336309798428
28,68.91761076773909,55.90676871386038,75.6570442065325
30,65.61279426579755,59.97392830024725,78.98438701292768
31,78.00797938470166,60.669233281431445,83.25627593555808
30,76.96659350209279,56.926323533545414,79.6699483118396
30,75.5304317990987,56.932198640713935,84.28540544322748
30,70.85162601566908,57.65554259509559,85.4443888700193
31,71.18444173515516,58.62927815455739,83.41622787360882
30,74.30631605461618,58.20323424339692,82.14225942795488
31,76.14921883656933,59.78169761631164,86.78765643467807
29,69.77906237576464,56.67677637438551,77.44610061844205
30,66.74390221952143,57.23149371773538,79.23637354807315
30,73.3022520511905,58.96194172311807,83.229619932318
29,65.82036129251748,54.46780888515749,79.7217886221404
33,82.07674482010695,61.29277719464591,81.11682123294388
34,83.21957446296189,65.4689178103565,91.48691098717214
32,85.42405330163206,61.63293698444204,79.77618099819907
30,67.61157778330623,57.559247394337,79.26176789388855
28,65.22162857157419,54.08593303398295,75.38290354394532
35,88.13203249832554,70.32553228284016,91.6651613583645
28,64.87338304735975,53.550837103233114,71.99817215091326
33,81.53603191034577,63.68101551405718,85.73347668877982
29,70.32980798822456,57.39480258667997,78.22898949751124
30,68.9470983266846,59.00128522350977,78.03703716722366
30,74.54232545015248,55.80037058223902,82.2176762484118
31,77.56383223528648,59.33655753503571,86.86037534078412
31,75.25659792632935,59.613509033636745,84.10813089494343
29,69.48947097278808,55.384723168186014,78.1582941274524
31,77.28234583372732,59.98207802510127,85.09630471359236
31,73.44474330595409,58.91108081712132,82.5126232226136
31,75.30779099813613,57.11849293971988,84.66193927130489
28,67.19949916358131,53.432403980455405,80.17745205408077
32,77.84163723235736,61.17206886532791,86.34168075544225
29,69.28032471007192,57.389251663662805,80.4207446501521
33,84.79912260389513,61.90875074989745,85.27890897485355
30,70.00630697704561,56.66187372352604,83.03630634261955
32,77.27318143528504,61.283879785382524,83.50896046537805
29,70.350108296856,57.1620170075299,76.92360072457477
31,76.8911584325797,62.81081328527684,84.38161007922973
30,74.79750722275826,57.13772641746531,81.72267426019769
30,71.23746536053667,56.81023423373558,79.14716296307105
32,77.96194213103142,63.011129296815724,84.71664205911195
30,73.34157468983216,57.45521674900507,80.26867631581348
28,73.5422994834122,55.81166819264356,77.19345864345037
29,68.63089911270502,56.038304865424784,81.40454537761227
29,71.14724687867547,52.2006582922919,79.67006518008935
31,75.48266196814838,60.16260990404371,84.64198567933792
33,76.95070669560923,64.29514624814654,86.64747577108497
31,69.99471816346215,60.05994537306701,84.3746110943717
32,79.25411160588453,63.173869405516655,84.3624155742294
31,71.63773752696052,58.91873219052662,80.91304886527391
29,75.46147623006264,55.49511343578582,81.25680874812907
29,70.72381832520786,55.58823443965546,81.18933431307543
31,71.5793831722862,59.66278486298777,81.18419519660023
29,67.06290243925893,56.66644102740535,78.74556354363763
32,78.302724893515,60.20239884456876,88.52722092245577
30,72.84930133290017,57.80684627969409,79.01002204451987
29,69.27193479727809,57.319552657226694,75.4294584705776
31,70.70431554262315,59.20019821474452,83.5971502750084
34,83.1524652208724,65.02448228024757,89.14106790304874
29,72.39616497669839,59.02025605067397,85.29252128592654
32,76.58352626809304,63.86971577734508,87.33804094089334
28,71.39476842894946,54.82492497397092,81.57379805032996
36,83.47292969759398,68.10187197312727,93.6782680727064
32,80.53050644355577,63.48349861073024,86.2221907613648
34,83.33428181876468,67.51906032526689,84.59975706018402
34,79.48138126805999,63.355054325107176,90.59382927007225
33,82.05759731437263,63.96519961862748,83.05354947008578
34,80.98222145758169,64.50060590913289,87.90416918063823
29,75.03922320916877,54.77613524418005,81.91844008341167
31,75.52219961116248,58.757897539392054,85.97704150181552
33,75.78785335904455,63.704001539980425,87.33437938367913
30,74.62736133218445,57.10724928899545,81.13148764245558
29,70.33503108710397,56.735420498657085,83.09854600367643
31,75.79653477080352,59.799626457769364,83.92114952141404
30,70.1230213707323,56.597644850114705,82.27030600617704
33,78.94594771792184,62.48060534931988,88.05728523711208
30,72.00116646003544,59.16943140706896,77.87345777404413
34,82.81822331497631,63.32138983698024,87.86969427361947
30,71.32007754059471,56.42916738454182,79.68578826201951
31,84.59913916404167,59.65490580488144,81.78556139054282
32,77.1998537445737,62.28289269163554,80.8413858617136
32,74.1681570537341,62.37409271556175,78.30172900463866
30,69.56788751223927,57.49881898939298,77.15878987492613
31,76.9828788268899,60.43762331688191,83.87100471483107
28,69.02460124546539,57.18322337943718,77.65256906491261
34,84.21817081536906,64.16979388700955,90.56854163851267
30,73.54759253302971,57.64780443101648,80.80536674762341
32,80.18501078843907,61.93019653383432,89.13839344053133
29,65.00766506306749,54.877901582389136,78.11833797398924
29,68.78218665855259,57.22140509941942,79.32244867828157
31,79.25309758084569,60.25359844113089,77.08827096196596
32,70.99728449584597,63.43113699360069,79.30747821471141
32,76.31858446114423,61.57969183574735,81.48446062700722
30,73.82092819415602,56.895340873062636,80.26331346168978
30,72.15661347933218,58.26734191113979,83.44044697490972
31,72.40631724622963,59.767928873812934,86.28274010824214
27,57.70438388680172,50.942261376481575,78.42121605874837
27,63.455851093476014,52.555912312634185,78.47417571536654
29,77.20967656834196,55.664981517764744,78.67768116653505
34,77.1311231864862,63.61223722360212,87.0518786605511
31,74.26861271538588,60.793680506176266,85.33990204294308
29,75.1095877645343,56.26914135863504,77.87491099098713
30,67.14035215913403,56.98471668127718,81.1859307885273
31,76.39202849391833,59.4714151752027,83.30333665799111
31,74.52407889544622,58.27405705331806,82.90174566235629
34,77.42118678354736,67.48186707281336,88.22548951157312
32,78.85665561107938,61.999786973178004,82.29711030494859
28,65.28707280874238,53.35261779687661,76.13269005878124
29,76.12122312088707,56.9350740800616,76.7085298158558
26,58.64254409280737,48.622292472569995,73.20377074700706
31,77.35091635199146,58.73336347132231,78.89944837419552
30,71.83544793617538,56.442057659403666,81.66999469458149
30,73.25485457587672,59.40011235223579,85.53673291339871
30,72.48085088515874,58.27763459793392,82.16164675978328
32,79.56245676414848,60.84650842274748,86.7445578296114
31,76.486382618120345,58.45842513629047,82.37411561247536
30,69.12592413728385,58.89247213056256,76.85141097659358
33,81.77295925477003,64.12742869298324,88.21017025933828
33,78.99776876441092,62.72321952839093,83.50718291967132
29,63.94293229777318,54.49862307124163,78.42495644102976
26,67.63676617584227,48.091305471060295,74.3801340400652
31,72.6030826117362,59.012925603985984,77.55609224548537
29,71.24564624968428,54.76410426828686,81.3514937977603
34,82.89627596065843,67.45919470269396,93.87138200187485
30,66.64910699078231,60.77019411720519,81.92605430349303
29,73.88666571434696,53.370751877757094,78.66052472969264
31,74.3505490625381,57.99107571650253,78.0021378008158
27,64.81970401480598,51.80320306770952,74.024706066602
31,75.20917898992123,59.386149153502544,84.41319299758516
32,69.55008995633764,61.46876089956866,84.21504241961382
31,73.79614171270791,60.1563726352432,87.69320720918847
30,73.01428471912551,58.391305872405496,86.49977701488513
30,73.72169887808577,56.87444446806861,81.18150664191373
31,72.53939867868725,57.92726497618509,80.4448679314076
31,77.70482426637125,57.942467518729856,82.77656114797318
30,75.35444469984604,57.48933428213255,82.46199668187757
30,72.82275784849827,56.389064513030256,83.18012500854863
29,67.55469456044148,54.2668315297324,81.72776307761428
29,70.1991633021638,57.61677798597159,80.88170626209492
28,61.95032678636147,54.353336495063196,75.1580459838566
33,83.49796113286152,64.35588683422313,83.76851400871627
31,71.01572655633058,60.58074610397868,81.8340118095597
34,79.9938576016242,65.33247114846223,88.53257751584277
33,79.1008007901164,63.07696948860528,85.85526788264241
30,74.68517385029112,59.299914258257296,81.38353124051724
29,71.89938764616667,56.91300635871442,79.90485288494688
33,80.47296608566943,63.041317871035005,88.61180757319715
27,66.24952059403974,53.56368192035743,79.51776219609671
